,Unnamed: 0,Title,Article,Headline,Title_URL,Image,Facebook_likes,Facebook_comments,Facebook_shares,Comment_replies,results
862,862,Fox News,"The family and friends of Sarm Heslop, a 41-year-old British woman who disappeared from a boat anchored in the U.S. Virgin Islands nearly two weeks ago, are pushing for police to search the 47-foot catamaran after it was revealed that her American boyfriend, Ryan Bane, has acquired a lawyer and is not answering questions or making the boat available to investigators.",Virgin Islands disappearance: Friends of missing British woman push for search of American boyfriend's boat,https://www.facebook.com/FoxNews/?__cft__[0]=AZVP1GeN6dmhHHU_k6uBhJrz7h5pEg9KQsTIXTzTax6WorLZA8slk8vMesqAPvnDwGvkGiaqDkk9VrUvB9H7d0b1uvzUM8t8GA8pQleLVsyDoXZrs3I7dBqXKYK77eSNFCH6tx57l2CKDaaZdAFzt7OH&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQEzo0WXojVsIDwf&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2FSarm-Heslop-8.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQFLcIGw12VhyLDG,2500.0,363.0,211.0,0,'FAKE'
863,863,Fox News,"House Minority Leader Kevin McCarthy pressed President Joe Biden -- again -- for a meeting to discuss the situation at the U.S. southern border, maintaining that ""securing our border should not be a partisan issue.""",McCarthy says he hasn’t heard back from White House about request for meeting with Biden on border crisis,https://www.facebook.com/FoxNews/?__cft__[0]=AZWbAarr4ERvcKWoyQ0nNg279OUUUGLzxM19QXWvxh9lp432DwuzhWL6mN_pOqxXNVFYcpSgt0hfEHSSSXdMbc2dDKPUqvcQqKnlnidlO3g4zIZUvDicrRBgjLy3lUQIj6e4Re1vYcg_646shBJOfnv3&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQHngi_CiKEGRdsY&w=500&h=261&url=https%3A%2F%2Fcf-images.us-east-1.prod.boltdns.net%2Fv1%2Fstatic%2F694940094001%2F633385c4-0cd9-4caf-a274-b3fe5d11cff3%2F40c4bf9c-ce0c-40af-8f5c-0fd276ec264e%2F1280x720%2Fmatch%2Fimage.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQHe02KAFVr2556U,2100.0,1000.0,312.0,0,'FAKE'
865,865,Fox News,Homeland Security Secretary Alejandro Mayorkas vowed that the United States will not expel unaccompanied minors who cross the U.S. southern border.,Biden DHS secretary promises US will not expel unaccompanied minors,https://www.facebook.com/FoxNews/?__cft__[0]=AZULtIYvG_A8M11emwRjOpy0ONjFgYmAUbMF1a4fDgBNASToKHovrYJ3QXzwQRerpFQmRgOjWSxMwhANAbg45JcVP4LPT0ZLyNy0AVmWbwisPJhh2iYyfKEgvZLn6TN6I3j880YVKd-aaZXuADubd1RM&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQGksAKIohd_7fmS&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2FMAYORKAS-CROPPED.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQGsCoicbYu35QNV,3700.0,2700.0,372.0,0,'FAKE'
866,866,Fox News,"Former Rep. Charlie Rangel, D-N.Y, issued a defense of New York Gov. Andrew Cuomo Wednesday, a sentiment that has been in short supply for the governor as he battles scandals involving sexual misconduct and a coronavirus nursing home death undercount.",Former Rep. Charlie Rangel defends Cuomo: 'Back off until you got some facts',https://www.facebook.com/FoxNews/?__cft__[0]=AZUcX0sOZMz4mMZFA4yHtKbL1fxGqjQE8bwTeT2q2eT5f9owccedoWwgbxgOzSztvjMsUrn49BS3839scPwFjjKbjE8rJ3TybDEmWf_VfTDdfg8veIR1TrVJ8uvuGxavEUzZ7-pL4mWeEHzpoxxX9-6b&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQF3Net3bjTqrCzv&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2018%2F09%2Frtxuq03.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQEZRh0Y1oCxqeaL,4200.0,2300.0,174.0,0,'FAKE'
868,868,Fox News,"JUST IN: Republican Julia Letlow easily won a special election for Louisiana’s 5th Congressional District on Saturday, following the death of her husband Luke Letlow in December.","Julia Letlow, widow of Louisiana congressman-elect, wins special election to succeed him",https://www.facebook.com/FoxNews/?__cft__[0]=AZVY904cBPf8pvatx_nv7bzUMMk3KHwCmfgZsofVeGvT6_KLwbnQNfmyJurpEKbry7eWIf-Hs0ATzKstCrQGuTdnl2oD3FOoetQuC8lmeHUw6PWJZutrvpKalo1V8Dxf73d3UPXyjFRs0OHkfdhhW7Sl&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQEXFF7OXJ0Sov-n&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2FAP21078606091367.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQEcC5-x-ub9ytrI,7500.0,471.0,250.0,0,'FAKE'
872,872,Fox News,The city is instituting an 8 p.m. curfew and declaring a state of emergency to try to get the horde of Spring Breakers who have flooded the area under control.,"Miami Beach declares 'state of emergency' over spring breakers, police deploying pepper balls at partiers",https://www.facebook.com/FoxNews/?__cft__[0]=AZUBMyGjyc_9Ot7iBtVBgDOn-MeleyfjV5osKAdTeuCjKG579P9ZEEHWGne0ATH7xz-rCvzUmGLDFvnxxsAnPzS4UD_ahSuuKYU4aa7mbu8VyIUGnnxco_kpZhqZoMkiKDJKzj6KSmcnL0huyrHirk5W&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFF5M7VYZc_RlVX&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2FSpring-Break-REUTERS-4.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQG-xmpgoKsjBVWG,27000.0,7200.0,2400.0,0,'FAKE'
873,873,Fox News,A dig from President Joe Biden at his predecessor over conditions at migrant holding facilities in the United States could come back to haunt him.,"Biden's words on migrant children without beds, soap could come back to haunt him",https://www.facebook.com/FoxNews/?__cft__[0]=AZVx-2uY3joHou8gtVRTKZXIKeqi8u-KQ475Zg0cMAIlBzByMif5A_MYughpLTK83pfqK8cON7W0kVzoNDQe3MQYz9zESLBUgPVt6PdH4lemyrsuVcVyC-dAad9RBPBd6VvOx8p2rupPZDwX0Jlbmnr2&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFmhEBj7tvj1fHF&w=500&h=261&url=fbstaging%3A%2F%2Fgraph.facebook.com%2Fstaging_resources%2FMDE4NjU5OTYxMDM5NzcyNzY6MTQ4MzEyMDc2MQ%3D%3D&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQG_BygZ-m1m-GR7,30000.0,9100.0,3500.0,0,'FAKE'
875,875,Fox News,EXCLUSIVE: Fox News has learned from a senior CBP source that a plan is under consideration for Border Patrol Agents in the Rio Grande Valley Sector (RGV) to begin releasing illegal border crossers who claim asylum without issuing a Notice to Appear (NTA) - meaning they will depart custody without a court date.,Border Patrol in Rio Grande Valley considering releasing illegal crossers into U.S. without court date,https://www.facebook.com/FoxNews/?__cft__[0]=AZVY56OC1549Myh9dlJROYxBzlGydOpcsexp609vERsda7qMqs2Zy5vieQwbZpdka0KezqKzj7scofi-PkpvdUDtQ1lT7Q_AYKU68zWM_dmSf25ps6hSbyM1GuWxxa4P9UNOtBI-vNYFmjrYamdv3_im&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQExoyqeyBWwFPCm&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2FBorder-1-.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQGEwMSde_K7CjzZ,77000.0,19000.0,16000.0,0,'FAKE'
876,876,Fox News,"In a Fox News op-ed, Newt Gingrich said the future looks bright for Republicans in the 2022 elections and beyond, which means ""America will be heading toward a much brighter, freer, and more prosperous future."" https://fxn.ws/310AdO5",,https://www.facebook.com/FoxNews/?__cft__[0]=AZWER2nL7_PdoZt3d9eE6DzpvvyxmJM8HbvhoREUcb9150i5M3C1ZPNxiyHAGVAiEC0KnLla3qXOIuFEsL2lK-HN7SmiKAkC6IbqrQD1bREIqmGwwB87DWmMC6gBpveyAQ-m1WWQzOUqjCTU7gHaPXIV&__tn__=-UC%2CP-R,https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/163523421_10160499837461336_2253772127045693774_n.png?_nc_cat=105&ccb=1-3&_nc_sid=730e14&_nc_ohc=SvfAFBUsD1MAX9TK0A-&_nc_ht=scontent-sjc3-1.xx&oh=1d5465ff6177cbfce0bb00fdd67e0da2&oe=608002F4,17000.0,4100.0,7000.0,0,'FAKE'
877,877,Fox News,A popular Florida restaurant will close its doors for the remainder of spring break amid concerns of further damage to the location following fights there.,Spring breakers in Miami Beach force popular restaurant to close over safety concerns,https://www.facebook.com/FoxNews/?__cft__[0]=AZXN9K-JJsOuPvhiaqpXh7x709V0b80j1_k3pkwg3LlJo7bJoyJA6bVbCX003fz30ySVv5TNdgKApS5s6nqYAHgTOtqfKfbBsj97gAHlhwNXRXeM2sboTrPOADqOSCtQH3LPCaEfAdIE4CXSHevjHLdg&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFB8CHrpsC_OIf1&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2FClevelander-Hotel-in-Miami-Beach.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQGkdoLcjUUMrovR,1100.0,616.0,126.0,0,'FAKE'
878,878,Fox News,"The search continues for a 41-year-old British woman who went missing from a boat that was moored off the coast of the U.S. Virgin Islands earlier this month, but police now say the woman's boyfriend, an American man, has acquired a lawyer and will not allow them to search the vessel.",American boyfriend of British woman who went missing in US Virgin Islands won't let cops search boat: police,https://www.facebook.com/FoxNews/?__cft__[0]=AZVvdUaIr5s3nICEYDKb2DAUWVfPgO19YvREVFaivPq4t9qTD4MrjejPGJlbRaTRrPEFsgxEjGL6TDMnIzIEXSRc6qJvtGGIzOp4E-V1VKrpBrBESvnhiCDYr24tLp-TGSll0XAkbPtgI1An3p4giYjy&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFDv9x29OcCNrqo&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2FSarm-1.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQEbfjRxb2Fuvkqc,3000.0,1200.0,814.0,0,'FAKE'
879,879,Fox News,"California Democratic Gov. Gavin Newsom reportedly raised $538,000 from online donors in 48 hours to combat a likely recall campaign against him.",Gavin Newsom begins amassing war chest to fight recall effort,https://www.facebook.com/FoxNews/?__cft__[0]=AZWyez0nJAVR5G8YwJ2WcTy_KgUDzv5Ls81V_phjhKyDy4aHikSgIOYQ5IwgBCTDIzUzLJWVixSLRGfLHf1GZ8lUHih74d5hqKSTHYkz-DtLgY0rtNDXsjBC35qaynb8V4ShAXNefvrJ1Mr5bb9vG87t&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQHIUvjQaNHjjn4R&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2FGavin-Newsom-stressed.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQHYquVril_wwHbk,5200.0,2000.0,266.0,0,'FAKE'
880,880,Fox News,"A Chicago police officer was shot in the hand while responding to a report of a shooting on Saturday morning, making her the third cop shot just this week in the city.","Chicago cop shot Saturday morning, third officer shot this week",https://www.facebook.com/FoxNews/?__cft__[0]=AZXHOyl7okhIeMiy0O78sUf3oMZCtasy5Dl7as0ynllZB6izjvEkkCrNKIpeS4KoeD_h6yG7tvpAkhGuT--ghORD3R9CFeO3_Wc_aMDDf_CEYtxR2Z8buoT1ES09HRDzWDe6Bdx_TY7ca18uOojEE2LC&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFp_jp3sA9YlAM0&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2020%2F08%2Fchicago2.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQFKSb8W8javLn3d,3100.0,1000.0,432.0,0,'FAKE'
882,882,Fox News,"Charles Barkley on Saturday night highlighted the value of getting a free education as student-athletes in college basketball launched their fight in hopes of compensating from their names, images and likenesses (NIL).",Charles Barkley is 'sick and tired' of student-athletes getting told 'free education is nothing',https://www.facebook.com/FoxNews/?__cft__[0]=AZXDos0R7rcBq9Q96sjGodKXj2UL09GOOfZvPStjPppvv6xGo2b__WlrciZfhPNeg33poWj6m_38m_GfaxuzJbn8t9DGgicR9No_Dfsc6-x3jiHOMYVygGtip2zxS_-Z1l3yDQrIbcT9NeUw-Nd-EBAs&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQHNk0kEg6hqlBbA&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2020%2F03%2FCharles-Barkley.jpg&cfs=1&sx=0&sy=12&sw=918&sh=479&ext=jpg&ccb=3-4&_nc_hash=AQGjbns50EAl_S5x,14000.0,1900.0,1100.0,0,'FAKE'
885,885,Fox News,"TODAY IN HISTORY: Swiss sculpture Ernest Durig, left, presents U.S. President Herbert Hoover with a monumental bust of George Washington in 1932.",,https://www.facebook.com/FoxNews/?__cft__[0]=AZVfxGf1xbpq2uRnQTmajnAFz4FjoJNPIRjqnXdwFdgQdrqg7gb2fa1P4fLp8vfvwubkgqpmnX_Q46jxVI2-Zz8-z87KONlVzNDD9naCRVyZBpUTz0v0L-yKixOxZd4I5SeRe-3gJrkXXMTVTOUIf6I8&__tn__=-UC%2CP-R,https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/s960x960/162866406_10160500647081336_2148408442229222174_o.jpg?_nc_cat=106&ccb=1-3&_nc_sid=730e14&_nc_ohc=TRKAU3fCHqgAX_mhyWP&_nc_ht=scontent-sjc3-1.xx&tp=7&oh=bd10fe995ba5b3d262de8d108638af97&oe=607E73EB,3000.0,409.0,213.0,0,'FAKE'
886,886,Fox News,"The Temporary Influx Care Facility will house at least 500 unaccompanied minors to start, with the capacity to house 2,000 children.","HHS opening another migrant facility to house unaccompanied minors in Pecos, Texas",https://www.facebook.com/FoxNews/?__cft__[0]=AZWhx6ANXACYPh5VcZrD7SLhfeGZa7icvmNrwYebVxCuaWK-ujsTkfrYwB0GyjvaJpvXykALIAjD-BE3Cs29Ln0zbsF42am_gCLV6KUrUrGd0o7pG_XBDD_lIGGrVafUpyEnjXESP85SROPTSYHS-r3q&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQHS1K8W5o_Pz6rn&w=500&h=261&url=https%3A%2F%2Fcf-images.us-east-1.prod.boltdns.net%2Fv1%2Fstatic%2F694940094001%2F7f5c0790-b118-4d4a-844c-d5091080e9dc%2Fbb2f91af-114b-4265-bc9f-2febf165a613%2F1280x720%2Fmatch%2Fimage.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQGwBibkONA4IR_F,7700.0,5700.0,1100.0,0,'FAKE'
892,892,Fox News,Indiana police are searching for brazen thieves who stole four motorcycles by riding them right out the dealership’s front door.,"Indiana burglars steal Harley-Davidson motorcycles, drive out through front door",https://www.facebook.com/FoxNews/?__cft__[0]=AZVXmoKZGVClT09SzdvOWxXlEUwEh2q00MDkx_nHfE700Ukp4diM9308hth23ArAzaTCbuEsuDRKJlbKi2xurAPFjaENuhPhmP2GT4VDxdK9UpF8Gev1afYW5o9h0_Manv5jrz-TsGXVwfapQxUAG3XZ&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQF_8tKbls8d5Fdr&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2FBikes-Kokomo-Police-Department.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQFww3TvMn10n-XS,2200.0,848.0,962.0,0,'FAKE'
893,893,Fox News,"Fort Lauderdale police have rejected several claims in the media that the area has seen increased violence this year during spring break, saying reports may have been ""misinterpreted.""",Fort Lauderdale police push back on reports of increased violence during spring break,https://www.facebook.com/FoxNews/?__cft__[0]=AZWvaj_lgb2Q6Hgn1Gu_sDHZyh1u04u8R8M_yTXkWq-Yf9RhAOFmhvR8DZL1bYi1lKsBbp908PLx8Hb2WWshGFc9Z5c4eWMfv2IeXDl5iiPchF5ftYRve1xvSv7_V3nIlGECjqLF0gpD-cTbm8IbCKG-&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQGjuumNVqKH5MzR&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2F91522a93-GettyImages-1305385741.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQE3OByKJDCxKjzH,5400.0,1800.0,353.0,0,'FAKE'
894,894,Fox News,Colorado’s cattle industry has a beef with the state's proclamation encouraging residents to skip eating meat for a day.,Colorado agriculture industry rallies against state's MeatOut Day,https://www.facebook.com/FoxNews/?__cft__[0]=AZW5XfnsEEcaLMZ2Qo_xNvM_LJGNxX8x-tQSwvSA--Dw5ooyfgIvD0O8mIAwQlM3e19-9_a9ZTd2nFlX1UnyqPeJgjMmgxQGbrUqj6nT0Vk3C0Py7KVMSw74hh-fJ5RrsoSIE5cZTJaNqoQQCt2P4XNS&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQGp1YVyMJ9N60NZ&w=500&h=261&url=https%3A%2F%2Fa57.foxnews.com%2Fstatic.foxbusiness.com%2Ffoxbusiness.com%2Fcontent%2Fuploads%2F2020%2F04%2F0%2F0%2Fcows-diary-farm-iStock.jpg%3Fve%3D1%26tl%3D1&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQGX-efimlis5ZAi,1300.0,645.0,156.0,0,'FAKE'
896,896,Fox News,"House Republicans are raising ""extreme concern"" about the increased number of unaccompanied minors making the dangerous trek to the southern border and are demanding answers from the Biden Administration on whether they are equipped to manage the surge and to care for the children.",House Republicans request briefing with HHS' Becerra over surge of minors at border,https://www.facebook.com/FoxNews/?__cft__[0]=AZU41UO2DvNtLHM2dxJRdkFurktCgCxHSyvEQpZCs92afrDpRXuNutx8BKb7jDwEzQDwjmXgNz6qhZhJjXKDkkiXd6bjblXWQAoPwxmD0hs3wO7KNPNY0z4qbAj5OeetkP9cLPy7RBGCGceVQCQB0zLr&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQEK7U1JiaxK-c4t&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2FGettyImages-1231362943.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQHITX_dumUJLh3F,2200.0,957.0,270.0,0,'FAKE'
897,897,Fox News,"A volcano near Iceland's capital city and the country's Keflavik International Airport erupted Friday after sitting dormant for 6,000 years.","Volcano erupts in Iceland for first time in 6,000 years",https://www.facebook.com/FoxNews/?__cft__[0]=AZWibiNwxJcycly1Hn9C6p6t-UbVUV-XNU-tfTMpesDJgxao_M0NMyTyu0geFxir9ZfsZ0vI0P0UeBm7--QrYBjKZfTGoz34qT3AQ_sAz703NmeMPUER7iI1U5vvUTczNMCZvUbnZjan5ZsQ4Wd1Oqfo&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFOVMFGpwMoFXIN&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2FIceland-Volcano-AP-2.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQG3L2GSD1jvKZ6g,39000.0,5100.0,9600.0,0,'FAKE'
898,898,Fox News,Ohio State forward E.J. Liddell took to Twitter after Friday’s stunning loss to Oral Roberts to share disturbing messages from disgruntled fans following the Buckeye’s early elimination from the NCAA tournament.,Ohio State's E.J. Liddell shares threatening messages he received after NCAA Tournament elimination,https://www.facebook.com/FoxNews/?__cft__[0]=AZW1GhOylYo0Zid8696-9AGhhuiVr8bbfHkzWpzo7unPCb2tLQmSJO7ouV7Rav_Vxfv8F3lMfoYjDM7UA-d3ft94iiaMiEf5Khr7qBy1BWZZzymnY4bZkCVac15NqTzrlea7ajHMurUmfytvrf_kETF1&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQGdA4nMJ30yh5dy&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2FAP21078719700094.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQGxAk9MiE00vYsM,,,,0,'FAKE'
899,899,Fox News,Racing drivers Stewart and Jessica Friesen will attempt to become the first married couple since Elton Sawyer and Patty Moise in the 1990s to compete against each other in a NASCAR national series race at the upcoming Camping World Truck Series event at Bristol Motor Speedway. https://fxn.ws/3sa7N04,,https://www.facebook.com/FoxNews/?__cft__[0]=AZWACCBxmfEadOOPCGfUbAL9C2jyzdJiuiVDrOztajpfygCyafb9dM8cz88IjGSnQhpamE5_Fi-08Ra7gLyyCmTppyJKdUsVdHjt6UA_uDVM_m09Bs32KTx9FZiJUkRn_9dsLyviONumKkQ7FuF9S292uGDKQfmZ3F_UEA8w6Y-w4A&__tn__=-UC%2CP-R,,1000.0,138.0,181.0,0,'FAKE'
900,900,Fox News,"EXCLUSIVE: Fox News has obtained the first photo taken from inside the El Paso Service Processing Center in Texas, dated March 8, from Customs and Border Patrol (CBP).","First photo inside El Paso migrant center obtained by Fox News, as southern border situation intensifies",https://www.facebook.com/FoxNews/?__cft__[0]=AZVJXTRsQ-PJ8ifigKjgO6PDLgHd7Zutj642se22oO1t6rc7K-d_x3CrHk8xLd74VP0UALXAeT-k3pVpcTtsTs4XsLKkofSPHyozyxyWw4MJjR1iluXyuitKhawRGcT-Oi72PtWN2ixCQ5eNvteRR6dH&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFJTiWAPI3cz_-D&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2Fthumbnail_2B9A2837.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQHlNndn7_fHaZky,1000.0,948.0,184.0,0,'FAKE'
902,902,Fox News,"An armed child-rape suspect who left Arkansas, where he was wanted on 11 felony counts, was killed in Arlington, Texas, this week after pointing a gun at police during a traffic stop, according to a report.",Illegal immigrant from Mexico wanted for raping 2 young girls is killed by Texas cop: report,https://www.facebook.com/FoxNews/?__cft__[0]=AZVRzJCcK7h7-fXfkrS8VXGfZJmJPoPy9qgkYntU9emfL-J-xP1lBIIMsOrg2c-vtXz6B9-nWqvZVij5vJzgblYbi51G_I938Aoo1eoWOLE8ma-TE7hGadhqSuvgBTz8TdGzBzhtnlFIvUVVLHJ5wtQa&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQG86qSScOc8hfuj&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2018%2F09%2F0620-texas-separ.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQEq18GhhL6aZCVg,119000.0,23000.0,16000.0,0,'FAKE'
903,903,Fox News,EXCLUSIVE: Royal filmmaker Nick Bullen believes the British monarchy can survive the recent bombshell interview the Duke and Duchess of Sussex gave to Oprah Winfrey.,"British monarchy can survive Meghan Markle, Prince Harry’s allegations, expert says: They will ‘carry on’",https://www.facebook.com/FoxNews/?__cft__[0]=AZXDiSaqh5A7esY60NoJqWsSyZoaT3o0Nmt9lqgYmZ5SR0Bclu84BtP-_RIKm-GFYgQfDXGgIbNRKCz4bx6L5d1Dv_WTrGEpvGlkRusMtRBQH_pF_yE7lQNSWpERhmJ8-dNbzgobzMvkYMX3TqGGH2ZJ&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQGVtiA1JuoP_dnD&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2020%2F02%2Fqueen-elizabeth-meghan-markle-prince-harry.jpg&cfs=1&sx=0&sy=17&sw=1280&sh=668&ext=jpg&ccb=3-4&_nc_hash=AQFLMtJmuwHYvXcL,3100.0,1600.0,108.0,0,'FAKE'
904,904,Fox News,"Author Jennie Allen joined ""Fox News at Night"" Friday to share advice on how to stop negative thinking and find hope for today by looking to the women of the Bible. Shannon Bream’s newest book, ""The Women of the Bible Speak,"" will be available March 30th. Preorder your copy now at foxnews.com/books.",,https://www.facebook.com/FoxNews/?__cft__[0]=AZWk2iU7ep9yAS_CE15Nm-lg8HM6wxAEXazij1jGanteeVvSgQ2_xQudJqA3bcVFkyoWCOeXqD0d-smIHeLdVyIEY3-XERJOSJEUGQhs1GWDmtBlsV0Wis1CZwqV0hUH1bA3JZ0PXFmSIn6PnO-e-sVnBzDStR7bP9xmqcukoll1Og&__tn__=-UC%2CP-R,,1900.0,461.0,335.0,0,'FAKE'
905,905,Fox News,Donald Trump might not be the only one with an eye on 2024.,"As Trump teases a 2024 presidential run, potential GOP rivals start making early visits",https://www.facebook.com/FoxNews/?__cft__[0]=AZUwm4AxWbKy9I4MxCW6F6hESnNZhrDGeU-0vgkMKHeQIn8ZkddSGSI5CgSFiSjJ2QBLdC9ADo35he1bBFbR47-VRWW00FwgFIcibqAjhh_JyI3jZH5jRk7roU7tkzCSF-IrhugYRcRVVSMBmgxq-1jW&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQERxEveIdaa3zzV&w=500&h=261&url=fbstaging%3A%2F%2Fgraph.facebook.com%2Fstaging_resources%2FMDEyNjE3NTM1ODIwOTY5MDM6MjI4ODg1MTYz&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQGMrsO5v2DI0_RS,17000.0,5800.0,677.0,0,'FAKE'
