,Unnamed: 0,Title,Article,Headline,Title_URL,Image,Facebook_likes,Facebook_comments,Facebook_shares,Comment_replies,results
809,809,Fox News,Pope Francis on Sunday urged more efforts to ensure all people have access to drinking water.,Pope decries lack of access to drinking water for many,https://www.facebook.com/FoxNews/?__cft__[0]=AZViJx69h9cMwBt8j6Pig0qpv3itF2TmzATxojRoKzIJyvl4CRGsQgXE69sJG85rt_gGu73VvN6qHd0D5Q9UEEi7H8HrC1vFtJjIRrGRR1waIJJHJ96Z_4AewS9VwsnxtTiy1E8mWNVSu9PLE0_wbaeo&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQH39rtThMul_Jwu&w=500&h=261&url=fbstaging%3A%2F%2Fgraph.facebook.com%2Fstaging_resources%2FMDEyOTk2NTIyNDY0MDA2NjMwOjExNTk0NzkxNDQ%3D&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQEpi26KijOCt1C0,716.0,514.0,105.0,0,'REAL'
810,810,Fox News,"Secretary of Homeland Security Alejandro Mayorkas told ""Fox News Sunday"" that the influx of migrants crossing the border is due to the Trump administration's actions, not policy changes that took place in the early days of President Biden's administration.","WH ignores illegal crosser crediting Biden for allowing him in US, wouldn't have come if Trump was president",https://www.facebook.com/FoxNews/?__cft__[0]=AZWi6oK3akowXkpHUYwcbeT5J2g8y0feHAItn-JmVszJi0_-x-lv5qoRCJVEBmreGCxIx56R6ubTsvcG3Uv_KvO7PH9Z0Mo-TJXUGtyJ9LOc7ENwsfRAzIGlJMxQtqcdx9y15pc-hn4t4SIY4V6J_-jy&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQF34qzaCgjgVfe-&w=500&h=261&url=https%3A%2F%2Fcf-images.us-east-1.prod.boltdns.net%2Fv1%2Fstatic%2F694940094001%2Faff1b937-e2c0-475b-88a1-41022e4da23a%2F3715dc97-fb6e-47cb-ab5f-a4594a10b69e%2F1280x720%2Fmatch%2Fimage.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQF5t1qu-kQupUYp,23000.0,14000.0,2300.0,0,'REAL'
812,812,Fox News,"President Biden said Sunday that he intends to travel to the southern border ""at some point,"" telling reporters that he is in no rush to visit because ""I know what's going in those facilities.""","Trump slams Biden over border 'crisis,' national triumph turned into 'national disaster'",https://www.facebook.com/FoxNews/?__cft__[0]=AZUJNM4VI_oEZZ5K0aQZb7WIZAkVlc3sI2ZamxU8c60Fe2wJONw-0X2qKjnd7GoJbxhb52vhZVmebe8-qiW_XbYmuctAySWUeoihbNxTXwCaCqnY_j2wWyw1UIznp7CErM_Xlh91Ge2qZ7rteSLee9vL&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFaPCVIQWLgpnRP&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2F222222THUMB-SPLIT-BIDEN-TRUMP-1140p.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQHeRCRoMZdVvP4P,6600.0,2700.0,525.0,0,'REAL'
814,814,Fox News,"AstraZeneca said in a statement early Monday the Phase III trial of its COVID-19 vaccine –which was conducted in the U.S.—showed a 79% effectiveness in preventing symptomatic infections and a 100% efficacy ""at preventing severe disease and hospitalization.""","AstraZeneca 79% effective in preventing symptomatic COVID-19, company says",https://www.facebook.com/FoxNews/?__cft__[0]=AZUCsocHZxJRajeifm-maL7Bf7_Fh_sNEIEj14ILPRmxPxMtrY9bLYVdp12JK_K6gejWyfRqHxsWP_8RPL-XYUwVF2jaKKelDfsGGipuxEYKuAvVCkRt1CrZKf-JHv4lQIeNK1Z61fJiQe4I9PJXjpq8&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFGt9-ifm1UpJFS&w=500&h=261&url=https%3A%2F%2Fcf-images.us-east-1.prod.boltdns.net%2Fv1%2Fstatic%2F694940094001%2F60fbe548-f6fb-4d38-9b51-5a11f2b4d464%2Fddf791ae-a6c9-4d42-8de8-12184f22d0fa%2F1280x720%2Fmatch%2Fimage.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQFfNZtiacn8QUYM,1000.0,1000.0,144.0,0,'REAL'
816,816,Fox News,"The aurora borealis makes a rare appearance Sunday over central Ontario, Canada.",,https://www.facebook.com/FoxNews/?__cft__[0]=AZVXZbUoM985WCjRo2o_q0jGIZ8BBZKMcUSYyvMIJ5nKsBhuzolH59YpxguOMne9uC3ruynnItevkzKY_Ez8U9IuPwl1XvsNPzEEhnxJzMIYGcK7OESXF6bWJyr0YyG6Vu0oU4680JCN9mR6SHf6BQe7&__tn__=-UC%2CP-R,https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/163739964_10160504545806336_8117273655950104004_o.jpg?_nc_cat=104&ccb=1-3&_nc_sid=730e14&_nc_ohc=vc1SP-MOj6EAX9x7Nwy&_nc_ht=scontent-sjc3-1.xx&oh=e1cf7cffc8d384ee20c2dfc676936f32&oe=6080B1F7,2100.0,236.0,242.0,0,'REAL'
819,819,Fox News,"A man has died after jumping from a Florida resort balcony with a parachute, police said, according to reports on Sunday.",Florida police say man dies after jumping off resort balcony with parachute: report,https://www.facebook.com/FoxNews/?__cft__[0]=AZVVfNIdazERmmXfU2_P35kEIl7TCw6ohHMTne-6FjlcSltNjr40ktRI-eR65T-FPIupe0Ua2qf9RctBs2IieArzwzPv7Ybvw3YupFwvf8IVLBOeDA5c2njEXAyq2B903YLzye3wfnRGIVlqiUdrhz4s&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQHdWzCeo71jEJDQ&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F01%2FPolice-Siren-iStock-3.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQENG4VNzIl2XuAh,1600.0,1200.0,308.0,0,'REAL'
823,823,Fox News,"Sen. Ron Johnson, R-Wis., argued on Sunday that the economy is “ready to take off as long as Democrats don't snuff it out.” Johnson made the comment on ""Sunday Morning Futures with Maria Bartiromo,” adding that Democrats “take credit for a good economy,” but “won't take the blame when their tax increases do long-term harm.” https://fxn.ws/3c3uUnn",,https://www.facebook.com/FoxNews/?__cft__[0]=AZWxuJ-IfMk2PRxagWqizxmzMbI2oPqP0UpHgMZo3kFHKqVctG7NzK5WpYPx_rhbXjB4_yBOvhicmuPnCHa01OaXmiunKwrZVJJZfQiImpsGztBguzdh2FRcI42yuVxiWBrrbaYjsPVOg-QbMmnScqpu&__tn__=-UC%2CP-R,https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/161983971_10160503094536336_8836223065839981255_n.png?_nc_cat=108&ccb=1-3&_nc_sid=730e14&_nc_ohc=bBiGCUc-uvgAX8y-mn-&_nc_ht=scontent-sjc3-1.xx&oh=0a197321ffdc59bcd693cb53c4df5cba&oe=60809555,2800.0,887.0,334.0,0,'REAL'
824,824,Fox News,"The Democratic mayor of a southern border town says he’s incensed over the Biden administration’s handling of the immigration crisis in his backyard — and he’s ""pleading"" with Washington to do more to stem the stream of migrants pouring into his small city.",Democratic border-town mayor: Biden admin handling of crisis ‘a slap in the face’,https://www.facebook.com/FoxNews/?__cft__[0]=AZVeTmjuWM1kabF5tbj19ckwS9CNwoSJNcmETFICv1_3vqjvFINbeJycQ3B8VXoV1l44exnooFM77GIdB5xDGpdPnDUigDEls3-slaVCyjRgojYRaKhZWcl6mMPaGGrVoCNioQ7-4CVME-taNSDh-IxG&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQEXjdMkCQRYD_hw&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2FBrunoLozano.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQHInZ1LYh6nyuAG,6400.0,1500.0,1200.0,0,'REAL'
825,825,Fox News,Former President Donald Trump released a statement Sunday slamming the Biden administration's handling of the southern border. https://fxn.ws/2OTz0pr,,https://www.facebook.com/FoxNews/?__cft__[0]=AZXZ02tWBtdN-YZj_M6IlGnyCu7y8bCFKgP7KVklGN9ghAiZYTzYgm3uYHpcZ8FTyKaIvt_klqIgLMZImIWEJ6GuJwVceGJR6G0K0Ww-OafviumySCg_zZ0agm494lU3q7SJ7Vyj7FWxA8oemrHgwlLr&__tn__=-UC%2CP-R,https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/p843x403/163285352_10160503624051336_4979510460277920486_o.jpg?_nc_cat=1&ccb=1-3&_nc_sid=730e14&_nc_ohc=ZAN8ASzSXoEAX9Vrf8V&_nc_ht=scontent-sjc3-1.xx&tp=6&oh=4c199b192fed974ec98ced4867734b4e&oe=60805DA0,187000.0,32000.0,23000.0,0,'REAL'
826,826,Fox News,Miami Beach officials on Sunday said the city would extend curfews and closures through April 12 after a SWAT team was called in Saturday night to break up a rowdy crowd of spring breakers that had defied an 8 p.m. curfew.,Miami Beach spring breakers hit with extended curfew after SWAT team forced to break up rowdy crowd,https://www.facebook.com/FoxNews/?__cft__[0]=AZXYH0rGzuq6DCe49q9t1cyNOjmcWdktOf23FkeXSR3QcqG-5bBmX6KqDwc6JLdsTH7c3VqnT9UJl349aUTsxPlIJj2YqXCflbF5rmFnjJoAKcl8XHAvJoy5ztej7X9MIXXAX3WI0GtS3SNFOQaafV7w&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQE2_WLclXozDKa0&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2FMIAMI-BEACH.png&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQEJLL0qGcSwi2Hw,8300.0,745.0,157.0,0,'REAL'
827,827,Fox News,"On Sunday, the largest asteroid this year flew by Earth at 77,000 mph.",Asteroid safely flies by Earth on Sunday,https://www.facebook.com/FoxNews/?__cft__[0]=AZUesw7Sx8f9no02zDLAsPbyAVZPPyALjcxfk6uCxh7ez46_OOfi0gUqsqgivx4vq2tW-wMp4DaD6ini-_Cc7-G4Qd59-jf8ms27co3sg7fvrmq-CLIS2Xzd7Zu3OLM5O2U18-Kk--u75s_F6hxCuXeV&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQG06VpTqhegHPJc&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2Fasteroid-2001-FO32.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQFYHTZZsYOnTXiw,655.0,317.0,155.0,0,'REAL'
829,829,Fox News,"State's Attorney for Baltimore Marilyn Mosby, whose career was boosted by Vice President Kamala Harris, is now facing a federal investigation with a number of subpoenas.","Baltimore prosecutor Marilyn Mosby, once championed by VP Harris, now target of federal investigation",https://www.facebook.com/FoxNews/?__cft__[0]=AZWOG7IH5nshveokcou-F_SoHzUfO1HLNhEYZTmtVeSEQpfzZSiWBPBw3r-oiA-HKypLsQxnSA2Ievj19gydzgiApUGAq6snmN6eDLsd0BQLBdPAQZrd1PnuZQM-2tuLI8V7_MSFRxbwObMzZg3LF1kn&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQGJUS06yO--n9Yd&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F02%2FAP21040785302715.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQEWe8V0E3sUI1ko,11000.0,1700.0,1500.0,0,'REAL'
830,830,Fox News,"A 25-year-old man was arrested on Friday after police said he and his 2-year-old daughter made it ""well inside"" the elephant exhibit at the San Diego Zoo.",San Diego man arrested for taking 2-year-old inside elephant exhibit at zoo,https://www.facebook.com/FoxNews/?__cft__[0]=AZVMkC0RGNflM69jHADx7K-5XeXJ6EvdNKQJ4Rb4If5DDqmkNPLS_5G1FkaDqZAnfPy0Jjjh2fYzkFQoH-yUrPtGP2DCHhJ3r_4mfttBKXGQfFreRhAnUgiENbnf_XB7XVsjS8jL8UaDgFuFTYyHw-GG&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQE_mIRiGb3M_dxx&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2Fezgif.com-gif-maker__9_.gif&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQF_ILu1xO12Ujmz,1400.0,716.0,209.0,0,'REAL'
831,831,Fox News,The sun rises behind the Washington Monument on Sunday morning.,,https://www.facebook.com/FoxNews/?__cft__[0]=AZUpjjPSzhP3ygDsAbF6MLiXk6iHOTp7XacCe8uxQhgMazi4rEk57eoGKGI5Yz2GSJedVPPvyB_T_KPqOi7WgyfQuiTbOokYrZOZc0bFBZKkdMbW8r7rdVXQMxAQqaTiC6ynn9OW2eCTJYGJbCH7C7Ps&__tn__=-UC%2CP-R,https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/p960x960/163418867_10160503384006336_4193385981866372032_o.jpg?_nc_cat=108&ccb=1-3&_nc_sid=730e14&_nc_ohc=Cp6XEJBw2akAX-qXHH9&_nc_ht=scontent-sjc3-1.xx&tp=6&oh=384f4d59337fdaccc5aa652e3621fdfb&oe=607E6D40,6600.0,965.0,683.0,0,'REAL'
832,832,Fox News,"President Joe Biden said Sunday that he intends to travel to the southern border ""at some point,"" telling reporters that he is in no rush to visit because ""I know what's going in those facilities.""",Biden says he will visit US-Mexico border 'at some point',https://www.facebook.com/FoxNews/?__cft__[0]=AZVkKTeTBceXmqyaZuiQedroX8UDIKwJ204Y-wa37omWsCDcgVvfewo11BisKkoVmcdrmFflc3Zi9NgP_ckJ5nGb43NvTuWiQb_-j9_FmWP_tpkgFhGeSzHPwBNtdBf5snxW3eNtzd7LMd4aqj5V1tX8&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQHKAznMsKB1t_Qt&w=500&h=261&url=fbstaging%3A%2F%2Fgraph.facebook.com%2Fstaging_resources%2FMDExNDMyOTI5MTEzNzY2MTI1OjIwODk3MTEzOTY%3D&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQEKKfJQPei7GUtm,40000.0,14000.0,2300.0,0,'REAL'
834,834,Fox News,"Iran has made threats against Fort McNair, an Army base in the nation’s capital, and against the Army’s vice chief of staff, two senior U.S. intelligence officials said.",Iran threatens US Army base and top general: report,https://www.facebook.com/FoxNews/?__cft__[0]=AZWvRNZfryxOM2hBWAt41tzueVQlLprA0KYektEkR9ccb_DzYXHFNLFUTyFb-eBq4VMqfcEnK3GMsMIIUUvHv8rUE-ZJKrMh_ERTA_iSRmLhqBdBEjTifIMT4t-2uiE1ivRfawcpaFvBeJtR1A5QFj9Y&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFM0qyKiUikGvUo&w=500&h=261&url=fbstaging%3A%2F%2Fgraph.facebook.com%2Fstaging_resources%2FMDE3MzM0MjY2MzM5ODQ2NTY6NTE0NjM1MTM%3D&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQHEfpQUiTsFkykB,7300.0,4200.0,1600.0,0,'REAL'
837,837,Fox News,"U.S. Defense Secretary Lloyd Austin commenced his first visit to Afghanistan as Pentagon chief, with questions lingering about a Trump-negotiated May 1 deadline to withdraw troops.",Defense secretary makes first Afghanistan trip as questions swirl ahead of Trump-negotiated May 1 deadline,https://www.facebook.com/FoxNews/?__cft__[0]=AZX6gl8jYud5mQEdeiAo-DPe5HRDcGahToiLbixt4_LCISnGOVloJdzciLP19_gnCuEe9K3wdtPzGKfmJDVKA5E_7Pjqtx-2FoM42ldjaSEnADrmZ6U9ntxrLIgCEz7LTnw7dqeD5QjoUsLnlLP0eeUe&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFMcJfizEEhGHMn&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2FAP21080501439673.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQGh0rNER5tefdu8,983.0,729.0,135.0,0,'REAL'
842,842,Fox News,"""What we are seeing is the result of President Trump's dismantlement of the safe and orderly immigration processes that were built over many, many years by presidents of both parties.""","Mayorkas blames migrant surge on Trump admin, not Biden policies",https://www.facebook.com/FoxNews/?__cft__[0]=AZVw6tJdzqSw_AqbLdbzDyX4RtJp9rddMYpEsOSqQXSc-A6dsL8osVraE5-oTLfjMHDnsIVSqGXCL40iviPpxsVrYWLflZ4UI7ELSuqogH-zSqZR4kZoFhiOy771GM69MInp09Nt96a9AL1ZBXjQMgLt&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQElMwFyKNx-Wodq&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2FNew-Mayorkas-.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQGP9zueISvAkc6c,67000.0,34000.0,3800.0,0,'REAL'
843,843,Fox News,"Sen. Tom Cotton, R-Ark., called on President Joe Biden on ""Fox News Sunday"" to reimpose three Trump-era border policies as critics accuse the Biden administration of inviting illegal immigration through their policies.",Sen. Cotton suggests 3 measures Biden can take to fix border crisis,https://www.facebook.com/FoxNews/?__cft__[0]=AZUrh_C-TvKv0LPAL6fqJ4qLpBPCgRwYrK-M0F9TvC05H36stTbINQdVWLSeDWhsLAbd0YzFJheSol9LPf2Sxrb3WvVKmlHhPtgbc_R-T2flpzioAdbow-F4K59h4Uu5CKHsJENjVGVDmBVa230bhRqH&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQE7Pl4x_6Jt3MCI&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2020%2F08%2Fec07e612-cotton.jpg&cfs=1&sx=0&sy=17&sw=1280&sh=668&ext=jpg&ccb=3-4&_nc_hash=AQF1clZHChyvY_wp,2900.0,833.0,289.0,0,'REAL'
846,846,Fox News,Former White House Communications Director Alyssa Farah spoke to 'Fox & Friends Weekend’ Sunday morning to discuss the transparency of the Biden administration after Saturday marked the 60th consecutive day President Biden did not do a news conference with the White House press corps.,,https://www.facebook.com/FoxNews/?__cft__[0]=AZW_v0ar_PXEcEMIkw0o5WZKWmL_13htiff1yZoFs4BwUqmr-16baRIYY0EGbZYBdpkWvBA3b-60VCr-1S59ZFOX7QXomH9Ss6Slnp9Li3_T01_-q-e-1_yJ6a75BczQDDuP0FUt-6TgJ2qJ9_tnFwI5&__tn__=-UC%2CP-R,https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/162786015_10160502209086336_775825820901213511_n.png?_nc_cat=1&ccb=1-3&_nc_sid=730e14&_nc_ohc=As81EWrUlnYAX9yPjxz&_nc_ht=scontent-sjc3-1.xx&oh=833cea9bdc3fca3abade8455db47d8ac&oe=6081BDD2,47000.0,7700.0,5500.0,0,'REAL'
847,847,Fox News,Senate Majority Leader Chuck Schumer holds a press conference in New York City. (Courtesy: WNYW),,https://www.facebook.com/FoxNews/?__cft__[0]=AZVPkGJABgTdw0_UEh3XXJJ7f5eCgCQTP6N3uk6OZLcXfrkZORIlWsbJiVAcGHW_si9si2f6T8Z3omLO7-rLc3y50rY-t6SVf9F4SDelGDT3xiDMtSmRpUdzZmDdtMZqfQM7WwQnqhLhfBK_ePKIB_eKxatmtTlnS25jgRj78c7arA&__tn__=kC%2CP-R,,3700.0,6700.0,337.0,23,'REAL'
849,849,Fox News,"In a Fox News Opinion piece Saturday, Mike Magee explains how educational institutions and leaders should invest their COVID-19 relief funds so not only current students can recover from over a year of disrupted learning, but build a better and more equitable education system for future generations. https://fxn.ws/3tLlIKx",,https://www.facebook.com/FoxNews/?__cft__[0]=AZXY1CpuXr7JDJ7DpznAvOphPcN_cvkKEoVZWYlpsZbjgNV93-D0GDjh_GEVZmg_1EhdnbuWWbViMdeEk2uPXZ_1ZA8aUfQMAWqfHroMeC9GUlKxeF9ELikNPhM3runzJa7v6ui1lMkdlFUm4wFOdOs6&__tn__=-UC%2CP-R,https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/162705843_10160501658201336_235961761709523229_n.png?_nc_cat=105&ccb=1-3&_nc_sid=730e14&_nc_ohc=lmoIb3SJ4DwAX8s-XH8&_nc_ht=scontent-sjc3-1.xx&oh=27a60417c46882066c1dcbc0f5b6a546&oe=60809660,1700.0,586.0,169.0,0,'REAL'
853,853,Fox News,"Dozens were arrested by London police Saturday, as thousands marched through the city’s streets in protest of COVID lockdown restrictions.",Anti-lockdown Londoners attack police in mass protest,https://www.facebook.com/FoxNews/?__cft__[0]=AZUqqANTw46N6fqM1Eom71D_nlB62Hu0wFbPbNPZbV09m7dL_w_NHOsTfjUx3RSZpC-ZtfRU0TG6KRyedoKLup65jLzNBhiJjOzI4iRi7mWIoDayjD_6dssUC49p5a0bX1tKat1-lFVLuY8-ZllQOeuz&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQHLmCrYA5HIKHBR&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2FLondon1.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQEK8orkexNWJhwW,3000.0,999.0,309.0,0,'REAL'
854,854,Fox News,"""With an unprecedented amount of emergency federal aid, K-12 leaders have a historic opportunity to help our nation come back from the worst crisis in living memory and to create the education system we all want for America’s children."" — Mike Magee via Fox News Opinion",Mike Magee: Billions for public schools – 5 key investments districts should make with federal relief funds,https://www.facebook.com/FoxNews/?__cft__[0]=AZU8-n9Lm5uc8a_xBGXNpNNq35JiYErH4MKT5B0rtdwvZgF91QwlPCQTQIudnPlOyFv9TfVV2XqaIIwfKBfXlS4HxcZb3MgF8Bkh1IauAUmXOuh8Vt99RB31tR8-SIRqzInQndcdyPBoJ4zvDvvrd_An&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQHglX5l25ARshG3&w=500&h=261&url=https%3A%2F%2Fcf-images.us-east-1.prod.boltdns.net%2Fv1%2Fstatic%2F694940094001%2Fc5aa1138-e2c3-40e1-ad36-319271b46b56%2Fbbd4d513-4ed1-4d94-bbc9-1383aeac91dd%2F1280x720%2Fmatch%2Fimage.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQEZLaO6iS0JqYs7,393.0,341.0,72.0,0,'REAL'
855,855,Fox News,"Republican Julia Letlow easily won a special election for Louisiana’s 5th Congressional District on Saturday, following the death of her husband Luke Letlow in December.",,https://www.facebook.com/FoxNews/?__cft__[0]=AZV7OD-t3AVTYH_Px9o_GHyHxgo42dr8idnd9hnsGN-5GnMnyI0XOYVxDQndblYQoGN3W0licyk2ohotE35WlVofXf2KnYKnLLE0_15PUlWgMkrYqvPmkECX_sHLKQj1oFIqHI8lPNT6cMMtUAieLhnH&__tn__=-UC%2CP-R,https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/163193108_10160501721551336_7575266821593776657_n.png?_nc_cat=100&ccb=1-3&_nc_sid=730e14&_nc_ohc=xFUVkCP3QBAAX8ETI_S&_nc_ht=scontent-sjc3-1.xx&oh=6e6841506cd61fd8a31a88f4b59bd7e6&oe=6081D4D6,80000.0,2500.0,3300.0,0,'REAL'
858,858,Fox News,"THIS DAY IN HISTORY: Civil rights icon Martin Luther King Jr. leads thousands of people in the third Selma Civil Rights March on March 21, 1965.",,https://www.facebook.com/FoxNews/?__cft__[0]=AZXd3olR_ZJGAWTT8MQxha5-2Kf-2sA9qYCuNbsqCBMmtGR_B2Y36WCBeWCcF4kwJAWIxqwN12cfOoQtrGUmrc0zPEkpbtqPh6atZ8sjt9Yu2nHrfTSKtr7ZQJv65Fs2QFLvZhvgIhs8t85OV8Me_D_d&__tn__=-UC%2CP-R,https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/p960x960/163346811_10160501856146336_1031763581991267465_o.jpg?_nc_cat=101&ccb=1-3&_nc_sid=730e14&_nc_ohc=i84ia-BbiBYAX93LyK9&_nc_ht=scontent-sjc3-1.xx&tp=6&oh=a2c7171fbfef9b3b1b5f89b78a284f1b&oe=6082207F,11000.0,3800.0,1400.0,0,'REAL'
859,859,Fox News,"""Although the life of a Solo parent is filled with constant challenges and struggles, we can be transformed as people and as parents into a healthy balance, the way we were created to be. Yes, this requires a lot of work. But the very things that we once thought were our kryptonite actually turn out to be our superpower."" — Robert Beeson via Fox News Opinion",Robert Beeson: The secret life of a single parent -- remember this on National Single Parent Day,https://www.facebook.com/FoxNews/?__cft__[0]=AZVF3-3XMLqQwqtOVSv3emWlcunthTuUXK7lRhanUhc5IDD--pz20T6fPNYubPPjBtnKOssxIAa7U9MV1fK4gzqehOrZDOzvhxl4111iFFWqMB70UPEdXVRQN58D2knsMZoj9bzBbWQkUD5Tx69A1Wry&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFp6K_8u0hg_XM8&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2018%2F09%2Fistock_000075839869_large.jpg&cfs=1&sx=0&sy=151&sw=2716&sh=1418&ext=jpg&ccb=3-4&_nc_hash=AQG2mWEoJWaYAML8,619.0,187.0,164.0,0,'REAL'
861,861,Fox News,"If President Joe Biden makes good on a recent White House promise that he'll field questions from a roomful of reporters for the first time this coming Thursday, he will be doing so on his 65th day since taking office.","President Biden, after 60 days in office, has yet to hold news conference",https://www.facebook.com/FoxNews/?__cft__[0]=AZXHRHOP-9dEkc-zlc3gA66NNXOUChH1FSRD1daIj5oHCyVNdLTzA5JrIE4kZJKvju-3Y564J0N_w9ZaHalv5kiP9dBY9iKYpCZ-OfyR2OpPBniPCHs0V7Rp-HJN0G2YmOD2XF0xpGVFew8CrSoeSBnD&__tn__=-UC%2CP-R,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQGcrnaERCOz9BCa&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2020%2F10%2FBiden-virtual.jpg&cfs=1&sx=0&sy=17&sw=1280&sh=668&ext=jpg&ccb=3-4&_nc_hash=AQGRjVLQGN-Mh_aa,31000.0,15000.0,3000.0,0,'REAL'
